5	1	62	1	20	5	1280	737	36	12	3.645035	|
5	1	62	1	20	6	1290	756	21	21	72.577209	xX
5	1	62	1	20	7	1290	856	22	122	8.771973	X|xX/|xX
5	1	62	1	20	8	1291	1058	21	23	64.479065	x
5	1	62	1	20	9	1269	1085	38	11	91.409439	|
5	1	62	1	20	10	1290	1111	21	75	11.109406	xX!X
5	1	62	1	20	11	1290	1267	21	22	62.795868	xX|
5	1	62	1	20	12	1290	1317	21	21	48.872684	ki
5	1	62	1	20	13	1290	1367	22	20	48.872684	xX
5	1	62	1	20	14	1291	1466	21	22	51.496769	Xi
5	1	62	1	20	15	1290	1518	22	21	51.496769	xX
5	1	62	1	20	16	1290	1549	59	42	59.507851	rx
5	1	62	1	20	17	1297	1641	41	18	79.808075	|
5	1	62	1	20	18	1290	1673	22	122	11.086243	XixX/|X
5	1	62	1	20	19	1290	1978	21	22	63.741871	x
5	1	62	1	20	20	1263	2346	31	23	56.356770	|
5	1	62	1	20	21	1293	2488	20	137	0.000000	quoUISsasse
5	1	62	1	20	22	1290	2633	29	88	14.052612	oSueYo
5	1	62	1	20	23	1291	2729	22	99	0.000000	ourjaseg
5	1	62	1	20	24	1292	2844	26	22	16.630844	(@
4	1	62	1	21	0	1167	1652	135	1214	-1	
5	1	62	1	21	1	1204	1652	69	7	63.815960	|
5	1	62	1	21	2	1167	2042	135	20	48.302605	|
5	1	62	1	21	3	1225	2605	22	67	64.091301	AA
5	1	62	1	21	4	1225	2676	22	29	64.091301	JO
5	1	62	1	21	5	1226	2713	27	153	0.000000	juouoseuR||
4	1	62	1	22	0	1163	2703	23	132	-1	
5	1	62	1	22	1	1163	2703	23	132	0.000000	UONRIYLIOA
4	1	62	1	23	0	1108	1007	49	1859	-1	
5	1	62	1	23	1	1129	1007	22	73	56.853603	X|xX
5	1	62	1	23	2	1108	1085	49	12	76.682144	{
5	1	62	1	23	3	1129	1111	21	74	63.550980	xix
5	1	62	1	23	4	1108	1494	34	9	90.705765	|
5	1	62	1	23	5	1108	2056	38	11	66.181793	|
5	1	62	1	23	6	1109	2349	29	20	80.753891	|
5	1	62	1	23	7	1128	2434	23	43	14.377014	pu
5	1	62	1	23	8	1130	2486	21	119	0.000000	uoTNdexs
5	1	62	1	23	9	1132	2614	19	42	75.090958	189}
5	1	62	1	23	10	1129	2665	23	45	28.097084	A297
5	1	62	1	23	11	1130	2716	21	13	88.832390	A
5	1	62	1	23	12	1130	2737	27	129	0.000000	UOeIZOIU]
4	1	62	1	24	0	1073	428	43	1485	-1	
5	1	62	1	24	1	1073	428	38	7	78.234695	|
5	1	62	1	24	2	1082	633	34	12	38.552498	ii
5	1	62	1	24	3	1082	1884	33	29	0.000000	tT
4	1	62	1	25	0	1043	1267	49	1598	-1	
5	1	62	1	25	1	1063	1267	22	119	48.602112	X|X|X
5	1	62	1	25	2	1064	1466	21	124	37.468639	X|X|x
5	1	62	1	25	3	1063	1672	22	122	60.159332	x|x|x
5	1	62	1	25	4	1043	2051	47	16	89.909676	|
5	1	62	1	25	5	1063	2659	29	93	41.984505	stsAyeue
5	1	62	1	25	6	1064	2761	22	104	0.000000	aovjso}0]
4	1	62	1	26	0	1005	626	67	2038	-1	
5	1	62	1	26	1	1031	626	41	14	93.015572	|
5	1	62	1	26	2	1030	1244	20	9	37.967155	:
5	1	62	1	26	3	1030	1494	35	20	92.456947	+
5	1	62	1	26	4	1043	1757	17	104	0.000000	t—1—
5	1	62	1	26	5	1030	2164	24	13	0.000000	t
